task_id,episode_cluster_id,relative_path,source_class,document_id,signal_family_id,document_role,issue_date,publication_date,effective_date,expiry_date,geographic_scope,window_type,is_zero_result_capture,is_direct_official,is_update,parent_family_id,reviewer_1,reviewer_2,adjudication_status,notes,evidence_storage_type,review_origin,review_id,evidence_id,reviewer_1_decision,reviewer_2_decision,historical_availability_status,prior_episode_overlap_status,review_action,claim_eligibility_status,original_representative_relative_path
E051_UKMTO_ADVISORY_onset,E051,E051/UKMTO_ADVISORY/onset/20260301-UKMTO_ADVISORY_003-26-UPDATE_002.pdf,UKMTO_ADVISORY,3b3b30ff51e50c6f,UKMTO-ADVISORY-003-26,update,2026-03-01,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,TRUE,UKMTO-ADVISORY-003-26,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_ADVISORY/onset/20260301-UKMTO_ADVISORY_003-26-UPDATE_002.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260301-UKMTO_WARNING_004-26.pdf,UKMTO_WARNING,731469409e2faf7b,UKMTO-WARNING-004-26,positive_signal,2026-03-01,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,FALSE,,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260301-UKMTO_WARNING_004-26.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260301-UKMTO_WARNING_005-26.pdf,UKMTO_WARNING,e4d415ae4d13a777,UKMTO-WARNING-005-26,positive_signal,2026-03-01,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,FALSE,,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260301-UKMTO_WARNING_005-26.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260301-UKMTO_WARNING_006-26.pdf,UKMTO_WARNING,902794191370d5e6,UKMTO-WARNING-006-26,positive_signal,2026-03-01,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,FALSE,,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260301-UKMTO_WARNING_006-26.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260301-UKMTO_WARNING_007-26.pdf,UKMTO_WARNING,d59984f571d570a9,UKMTO-WARNING-007-26,positive_signal,2026-03-01,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,FALSE,,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260301-UKMTO_WARNING_007-26.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260302-UKMTO_WARNING_005-26-UPDATE_001.pdf,UKMTO_WARNING,f3237190139ee139,UKMTO-WARNING-005-26,update,2026-03-02,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,TRUE,UKMTO-WARNING-005-26,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260302-UKMTO_WARNING_005-26-UPDATE_001.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260302-UKMTO_WARNING_008-26.pdf,UKMTO_WARNING,096fa7df9085dd0d,UKMTO-WARNING-008-26,positive_signal,2026-03-02,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,FALSE,,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260302-UKMTO_WARNING_008-26.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260303-UKMTO_WARNING_009-26.pdf,UKMTO_WARNING,e9c189711a49d4d5,UKMTO-WARNING-009-26,positive_signal,2026-03-03,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,FALSE,,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260303-UKMTO_WARNING_009-26.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260304-UKMTO_WARNING_010-26.pdf,UKMTO_WARNING,33a049b80750fcc4,UKMTO-WARNING-010-26,positive_signal,2026-03-04,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,FALSE,,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260304-UKMTO_WARNING_010-26.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260304-UKMTO_WARNING_011-26.pdf,UKMTO_WARNING,92443ff866921eb4,UKMTO-WARNING-011-26,positive_signal,2026-03-04,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,FALSE,,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260304-UKMTO_WARNING_011-26.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260304-UKMTO_WARNING_012-26-UPDATE_001.pdf,UKMTO_WARNING,7a12fe69184ea197,UKMTO-WARNING-012-26,update,2026-03-04,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,TRUE,UKMTO-WARNING-012-26,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260304-UKMTO_WARNING_012-26-UPDATE_001.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260304-UKMTO_WARNING_012-26.pdf,UKMTO_WARNING,6848bb2c6750cfbd,UKMTO-WARNING-012-26,positive_signal,2026-03-04,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,FALSE,,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260304-UKMTO_WARNING_012-26.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260304-UKMTO_WARNING_013-26.pdf,UKMTO_WARNING,08fcdedc185c359f,UKMTO-WARNING-013-26,positive_signal,2026-03-04,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,FALSE,,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260304-UKMTO_WARNING_013-26.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260304-UKMTO_WARNING_014-26-UPDATE_001.pdf,UKMTO_WARNING,22af59f6442dfc6a,UKMTO-WARNING-014-26,update,2026-03-04,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,TRUE,UKMTO-WARNING-014-26,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260304-UKMTO_WARNING_014-26-UPDATE_001.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260304-UKMTO_WARNING_014-26.pdf,UKMTO_WARNING,a1dc892a829a35e0,UKMTO-WARNING-014-26,positive_signal,2026-03-04,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,FALSE,,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260304-UKMTO_WARNING_014-26.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260306-UKMTO_WARNING_015-26.pdf,UKMTO_WARNING,24c275df01938ab3,UKMTO-WARNING-015-26,positive_signal,2026-03-06,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,FALSE,,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260306-UKMTO_WARNING_015-26.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260307-UKMTO_WARNING_016-26-UK-OS-UPDATE_001.pdf,UKMTO_WARNING,7d26187564b8762a,UKMTO-WARNING-016-26,update,2026-03-07,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,TRUE,UKMTO-WARNING-016-26,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260307-UKMTO_WARNING_016-26-UK-OS-UPDATE_001.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260307-UKMTO_WARNING_016-26-UK-OS.pdf,UKMTO_WARNING,b0f0cb6c403f214c,UKMTO-WARNING-016-26,positive_signal,2026-03-07,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,FALSE,,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260307-UKMTO_WARNING_016-26-UK-OS.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260310-UKMTO_WARNING_017-26.pdf,UKMTO_WARNING,5fabeebe6a541762,UKMTO-WARNING-017-26,positive_signal,2026-03-10,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,FALSE,,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260310-UKMTO_WARNING_017-26.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260311-UKMTO_WARNING_018-26-UPDATE_001.pdf,UKMTO_WARNING,90c27e7409507069,UKMTO-WARNING-018-26,update,2026-03-11,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,TRUE,UKMTO-WARNING-018-26,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260311-UKMTO_WARNING_018-26-UPDATE_001.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260311-UKMTO_WARNING_018-26.pdf,UKMTO_WARNING,4e1ccb838582a7cd,UKMTO-WARNING-018-26,positive_signal,2026-03-11,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,FALSE,,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260311-UKMTO_WARNING_018-26.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260311-UKMTO_WARNING_019-26.pdf,UKMTO_WARNING,674d1c534aab1ec8,UKMTO-WARNING-019-26,positive_signal,2026-03-11,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,FALSE,,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260311-UKMTO_WARNING_019-26.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260311-UKMTO_WARNING_020-26.pdf,UKMTO_WARNING,afa56e1c8bd85a34,UKMTO-WARNING-020-26,positive_signal,2026-03-11,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,FALSE,,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260311-UKMTO_WARNING_020-26.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260311-UKMTO_WARNING_021-26-UPDATE_001.pdf,UKMTO_WARNING,35515481beede5e2,UKMTO-WARNING-021-26,update,2026-03-11,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,TRUE,UKMTO-WARNING-021-26,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260311-UKMTO_WARNING_021-26-UPDATE_001.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260311-UKMTO_WARNING_021-26.pdf,UKMTO_WARNING,c0b3baac7c1b1761,UKMTO-WARNING-021-26,positive_signal,2026-03-11,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,FALSE,,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260311-UKMTO_WARNING_021-26.pdf
E051_UKMTO_WARNING_onset,E051,E051/UKMTO_WARNING/onset/20260312-UKMTO_WARNING_022-26.pdf,UKMTO_WARNING,ed1be8a30a355eab,UKMTO-WARNING-022-26,positive_signal,2026-03-12,,,,Strait of Hormuz and adjacent waters,onset,FALSE,TRUE,FALSE,,R1,R2,accepted,"R1 and R2 independently confirmed the source, issue date, geographic relevance, document role, signal-family assignment, and pre-onset classification. The record is not treated as clean E051 lead-time evidence because its issue date overlaps an earlier active PortWatch episode.",local_original,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,legacy_accepted,E051/UKMTO_WARNING/onset/20260312-UKMTO_WARNING_022-26.pdf
E051_GARD_pre_onset,E051,E051/GARD/pre_onset/E051_GARD_PreOnset_Search_Hormuz_Captured-2026-09-11.pdf,GARD,,,zero_result_capture,,,,,Strait of Hormuz and adjacent waters,pre_onset,TRUE,TRUE,FALSE,,R1,R2,accepted,Complete official Gard query; no qualifying geographically relevant record published during 2026-01-27 through 2026-02-25.,metadata_reference_only,Existing_Metadata_preserved,,,,,legacy_reviewed,legacy_reviewed,Existing metadata preserved without modification,not_applicable,E051/GARD/pre_onset/E051_GARD_PreOnset_Search_Hormuz_Captured-2026-09-11.pdf
